2459580.5000
 1.116256492776198E+03  4.214343231009399E+03  9.718364075083491E+01
-1.289228994074790E-02  3.130097544428806E-03  1.159970277856935E-03
2459581.5000
-2.228510627106107E+01  4.345981035978893E+03  1.931335621291371E+02
-1.331899580396901E-02 -1.030092945441625E-04  1.048775377367888E-03
2459582.5000
-1.160149954522873E+03  4.196863181872683E+03  2.764345381827977E+02
-1.287690298521166E-02 -3.325015750444106E-03  8.691780956545232E-04
2459583.5000
-2.223735709598587E+03  3.779113881099200E+03  3.417980785433767E+02
-1.161551657339278E-02 -6.281302345040936E-03  6.366351769603194E-04
2459584.5000
-3.147495610223384E+03  3.125281724299992E+03  3.855000942298282E+02
-9.667845569242212E-03 -8.759888615884183E-03  3.713098903839968E-04
2459585.5000
-3.879892699895158E+03  2.283329668178637E+03  4.056277037033452E+02
-7.219032414133803E-03 -1.061867503968115E-02  9.435339769279768E-05
2459586.5000
-4.386304931218581E+03  1.310212382983431E+03  4.020201677413776E+02
-4.469741392704908E-03 -1.179078449800200E-02 -1.752456429206864E-04
2459587.5000
-4.649039730849075E+03  2.658082167109537E+02  3.759959163133606E+02
-1.607503255607782E-03 -1.227245890696748E-02 -4.223968637848000E-04
2459588.5000
-4.665444802256476E+03 -7.917061384151108E+02  3.299928168332213E+02
 1.208483483644247E-03 -1.210347256786780E-02 -6.362402280537267E-04
2459589.5000
-4.445243668561286E+03 -1.808788325850538E+03  2.672224676021162E+02
 3.850768633495071E-03 -1.134862280335015E-02 -8.095910714304242E-04
2459590.5000
-4.007915580824572E+03 -2.738078293346633E+03  1.913897873484954E+02
 6.220049362727539E-03 -1.008453524474156E-02 -9.380660012887256E-04
2459591.5000
-3.380522668285524E+03 -3.539065895598050E+03  1.064873283118784E+02
 8.239049009769012E-03 -8.392369713572035E-03 -1.019272319719381E-03
2459592.5000
-2.596063381799002E+03 -4.178340680230276E+03  1.664995946340605E+01
 9.846806013608551E-03 -6.355161763602892E-03 -1.052236263793047E-03
2459593.5000
-1.692245696634676E+03 -4.629749147735183E+03 -7.395295668244898E+01
 1.099480857946257E-02 -4.058050300673440E-03 -1.037104916242637E-03
2459594.5000
-7.104964372649922E+02 -4.874637774610793E+03 -1.612102402443004E+02
 1.164540752143480E-02 -1.589795361813944E-03 -9.750838538205386E-04
2459595.5000
 3.049865619347436E+02 -4.902236093502997E+03 -2.411639172408900E+02
 1.177235168160236E-02  9.556798677736824E-04 -8.685407937434104E-04
2459596.5000
 1.308302921739251E+03 -4.710139560754248E+03 -3.101174332709529E+02
 1.136293833120409E-02  3.478646758366071E-03 -7.211931822034058E-04
2459597.5000
 2.253148015920946E+03 -4.304787077890971E+03 -3.647606779533407E+02
 1.042104876028200E-02  5.874401827261171E-03 -5.382962785348371E-04
2459598.5000
 3.094381980734246E+03 -3.701794900371812E+03 -4.023085737032100E+02
 8.970241364959336E-03  8.035758341219654E-03 -3.267584017062801E-04
2459599.5000
 3.789840584881170E+03 -2.926009519729264E+03 -4.206445773401465E+02
 7.056148144280283E-03  9.856996857016279E-03 -9.513381344556033E-05
2459600.5000
 4.302304141296073E+03 -2.011173395020090E+03 -4.184575988980743E+02
 4.747685473957769E-03  1.123877980033034E-02  1.465220650069812E-04
2459601.5000
 4.601514561144366E+03 -9.991451207400194E+02 -3.953610109894328E+02
 2.136971870876928E-03  1.209346636701356E-02  3.869174322628051E-04
2459602.5000
 4.666136524280692E+03  6.134300124338262E+01 -3.519847944127146E+02
-6.618319274969675E-04  1.235047903081725E-02  6.138758875621703E-04
2459603.5000
 4.485582233343912E+03  1.116394104979111E+03 -2.900343156861067E+02
-3.514492398124280E-03  1.196178965531672E-02  8.147569747719678E-04
2459604.5000
 4.061630171869746E+03  2.109150530626478E+03 -2.123090609133806E+02
-6.269568274041122E-03  1.090797621438498E-02  9.769717000016795E-04
2459605.5000
 3.409731519200614E+03  2.982563659572465E+03 -1.226699479983954E+02
-8.762982850975690E-03  9.205315350192859E-03  1.088674984490312E-03
2459606.5000
 2.559791730434037E+03  3.682817746583617E+03 -2.593512393231504E+01
-1.082592216029577E-02  6.913688423372668E-03  1.139746317541689E-03
2459607.5000
 1.556056046867212E+03  4.163415872898695E+03  7.232406885875571E+01
-1.229796070782913E-02  4.143543993954272E-03  1.123119785467579E-03
2459608.5000
 4.555973924077182E+02  4.389698099385065E+03  1.661139497800614E+02
-1.304623233103743E-02  1.058162984487960E-03  1.036349069919088E-03
2459609.5000
-6.750489012932919E+02  4.343174222370860E+03  2.494814764368341E+02
-1.298844762001500E-02 -2.133699692990688E-03  8.830093176747973E-04
2459610.5000
-1.765189894254493E+03  4.024670266348453E+03  3.170686262109355E+02
-1.211339649027940E-02 -5.198136287790942E-03  6.732963454712431E-04
2459611.5000
-2.746623451550225E+03  3.455203878014519E+03  3.646617414317468E+02
-1.049009992923518E-02 -7.907429157137559E-03  4.232435345305182E-04
2459612.5000
-3.560337713239956E+03  2.673966861595556E+03  3.896082455902612E+02
-8.259319540072715E-03 -1.007379212527492E-02  1.524835573097701E-04
2459613.5000
-4.161729867654611E+03  1.733712236272475E+03  3.909981324743809E+02
-5.608736742130302E-03 -1.157388870208235E-02 -1.187996467246401E-04
2459614.5000
-4.523283522633202E+03  6.947262480326820E+02  3.695848981600152E+02
-2.740860582230570E-03 -1.235643206042307E-02 -3.726786549856434E-04
2459615.5000
-4.634572586193769E+03 -3.811152610709951E+02  3.275061791282546E+02
 1.550901483417099E-04 -1.243339880441011E-02 -5.952196156283973E-04
2459616.5000
-4.500286136597843E+03 -1.435063696677947E+03  2.679105095714318E+02
 2.920239562233373E-03 -1.186185078059742E-02 -7.769368160775057E-04
2459617.5000
-4.137305021191567E+03 -2.414540751436745E+03  1.945896214050460E+02
 5.431283068205177E-03 -1.072457852798058E-02 -9.122916170748118E-04
2459618.5000
-3.571719368369304E+03 -3.274667578718126E+03  1.116765276204148E+02
 7.597381177726483E-03 -9.115001029394438E-03 -9.987555868361301E-04
2459619.5000
-2.836310175619627E+03 -3.978749327585813E+03  2.342731278390124E+01
 9.353226230830607E-03 -7.128133119784768E-03 -1.035865441790604E-03
2459620.5000
-1.968663461276893E+03 -4.498223567397481E+03 -6.592425660391109E+01
 1.065179128794723E-02 -4.856980823670254E-03 -1.024506644656598E-03
2459621.5000
-1.009846914091233E+03 -4.812474126028786E+03 -1.522633050897725E+02
 1.145878632495998E-02 -2.392734328554113E-03 -9.665030114329254E-04
2459622.5000
-3.457531881478876E+00 -4.908763105326230E+03 -2.316678328158450E+02
 1.174968823956863E-02  1.729596933021620E-04 -8.644970241580144E-04
2459623.5000
 1.005193041971725E+03 -4.782394525403796E+03 -3.004829089429186E+02
 1.150951139115043E-02  2.745135149548424E-03 -7.220625916316461E-04
2459624.5000
 1.969983994697337E+03 -4.437105034111703E+03 -3.554118583849981E+02
